"CICLO"	"CCAA"	"NVIVI"	"NIVEL"	"NPERS"	"FACB2021"
196	16	00001	1	01	197.63
196	16	00002	1	01	182.87
196	16	00002	1	02	182.87
196	16	00002	2	03	182.87
196	16	00003	1	01	261.76
196	16	00003	1	02	261.76
196	16	00003	1	03	261.76
196	16	00004	1	01	159.65
196	16	00004	1	02	159.65
196	16	00004	1	03	159.65
196	16	00005	1	01	174.58
196	16	00005	1	02	174.58
196	16	00005	2	03	174.58
196	16	00006	1	01	228.27
196	16	00007	1	01	234.27
196	16	00007	1	02	234.27
196	16	00007	2	03	234.27
196	16	00007	2	04	234.27
196	16	00007	2	05	234.27
196	16	00008	1	01	184.23
196	16	00008	1	02	184.23
196	16	00009	1	01	126.93
196	16	00009	1	02	126.93
196	16	00009	1	03	126.93
196	16	00010	1	01	143.22
196	16	00010	1	02	143.22
196	16	00010	2	03	143.22
196	16	00010	2	04	143.22
196	16	00011	1	01	627.03
196	16	00011	1	02	627.03
196	16	00012	1	01	190.73
196	16	00012	1	02	190.73
196	16	00012	2	03	190.73
196	16	00013	1	01	152.25
196	16	00013	1	02	152.25
196	16	00013	2	03	152.25
196	16	00014	1	01	211.22
196	16	00015	1	01	202.02
196	16	00016	1	01	401.58
196	16	00016	1	02	401.58
196	16	00016	2	03	401.58
196	16	00017	1	01	196.29
196	16	00017	1	02	196.29
196	16	00018	1	01	197.63
196	16	00019	1	01	327.8
196	16	00020	1	01	256.15
196	16	00021	1	01	196.29
196	16	00021	1	02	196.29
196	16	00022	1	01	135.46
196	16	00022	1	02	135.46
196	16	00023	1	01	161.16
196	16	00024	1	01	175.22
196	16	00024	1	02	175.22
196	16	00025	1	01	184.93
196	16	00026	1	01	253.95
196	16	00027	1	01	191.46
196	16	00027	1	02	191.46
196	16	00027	2	03	191.46
196	16	00028	1	01	178.05
196	16	00028	1	02	178.05
196	16	00029	1	01	184.93
196	16	00030	1	01	289.79
196	16	00030	1	02	289.79
196	16	00030	2	03	289.79
196	16	00030	2	04	289.79
196	16	00030	2	05	289.79
196	16	00031	1	01	187.53
196	16	00031	1	02	187.53
196	16	00031	1	03	187.53
196	16	00032	1	01	251.95
196	16	00032	1	02	251.95
196	16	00032	1	03	251.95
196	16	00033	1	01	187.11
196	16	00033	1	02	187.11
196	16	00034	1	01	197.63
196	16	00035	1	01	196.29
196	16	00035	1	02	196.29
196	16	00036	1	01	161.16
196	16	00037	1	01	196.29
196	16	00037	1	02	196.29
196	16	00038	1	01	155.33
196	16	00038	1	02	155.33
196	16	00038	2	03	155.33
196	16	00039	1	01	153.51
196	16	00039	2	02	153.51
196	16	00039	2	03	153.51
196	16	00040	1	01	228.27
196	16	00041	1	01	202
196	16	00041	1	02	202
196	16	00042	1	01	201.9
196	16	00042	1	02	201.9
196	16	00042	2	03	201.9
196	16	00043	1	01	228.27
196	16	00044	1	01	159.36
196	16	00044	1	02	159.36
196	16	00044	1	03	159.36
196	16	00044	2	04	159.36
196	16	00045	1	01	161.16
196	16	00046	1	01	149.04
196	16	00046	1	02	149.04
196	16	00046	1	03	149.04
196	16	00046	2	04	149.04
196	16	00047	1	01	238.91
196	16	00047	1	02	238.91
196	16	00048	1	01	155.33
196	16	00048	1	02	155.33
196	16	00048	2	03	155.33
