"CICLO"	"CCAA"	"NVIVI"	"NIVEL"	"NPERS"	"FACB2021"
205	16	00001	1	01	608.78
205	16	00002	1	01	355.73
205	16	00003	1	01	361.28
205	16	00003	1	02	361.28
205	16	00003	2	03	361.28
205	16	00003	2	04	361.28
205	16	00004	1	01	201.63
205	16	00004	1	02	201.63
205	16	00004	1	03	201.63
205	16	00004	2	04	201.63
205	16	00005	1	01	209.32
205	16	00005	1	02	209.32
205	16	00005	2	03	209.32
205	16	00005	2	04	209.32
205	16	00006	1	01	98.32
205	16	00006	1	02	98.32
205	16	00006	2	03	98.32
205	16	00006	2	04	98.32
205	16	00007	1	01	303.59
205	16	00008	1	01	251.53
205	16	00008	1	02	251.53
205	16	00008	2	03	251.53
205	16	00009	1	01	608.78
205	16	00010	1	01	370.21
205	16	00010	1	02	370.21
205	16	00011	1	01	317.15
205	16	00011	1	02	317.15
205	16	00011	2	03	317.15
205	16	00011	2	04	317.15
205	16	00012	1	01	414.68
205	16	00013	1	01	137.61
205	16	00014	1	01	337.84
205	16	00014	1	02	337.84
205	16	00014	1	03	337.84
205	16	00014	1	04	337.84
205	16	00014	2	05	337.84
205	16	00015	1	01	258.19
205	16	00015	1	02	258.19
205	16	00015	2	03	258.19
205	16	00015	2	04	258.19
205	16	00016	1	01	170.27
205	16	00016	1	02	170.27
205	16	00017	1	01	267.13
205	16	00017	1	02	267.13
205	16	00018	1	01	315.22
205	16	00018	1	02	315.22
205	16	00018	1	03	315.22
205	16	00019	1	01	240.63
205	16	00020	1	01	267.13
205	16	00020	1	02	267.13
205	16	00021	1	01	267.13
205	16	00021	1	02	267.13
205	16	00022	1	01	267.13
205	16	00022	1	02	267.13
205	16	00023	1	01	249.17
205	16	00023	1	02	249.17
205	16	00024	1	01	219.35
205	16	00024	1	02	219.35
205	16	00024	1	03	219.35
205	16	00025	1	01	203.17
205	16	00025	1	02	203.17
205	16	00025	1	03	203.17
205	16	00025	1	04	203.17
205	16	00026	1	01	328.63
205	16	00026	1	02	328.63
205	16	00026	1	03	328.63
205	16	00026	1	04	328.63
205	16	00026	1	05	328.63
205	16	00026	2	06	328.63
205	16	00027	1	01	355.73
205	16	00028	1	01	267.13
205	16	00028	1	02	267.13
205	16	00029	1	01	378.62
205	16	00029	1	02	378.62
205	16	00029	1	03	378.62
205	16	00029	1	04	378.62
205	16	00030	1	01	267.53
205	16	00030	1	02	267.53
205	16	00030	2	03	267.53
205	16	00031	1	01	301.84
205	16	00031	1	02	301.84
205	16	00032	1	01	226.6
205	16	00032	1	02	226.6
205	16	00032	2	03	226.6
205	16	00032	2	04	226.6
205	16	00033	1	01	364.66
205	16	00033	1	02	364.66
205	16	00033	1	03	364.66
205	16	00033	2	04	364.66
205	16	00033	2	05	364.66
205	16	00034	1	01	392.5
205	16	00035	1	01	262.94
205	16	00035	1	02	262.94
205	16	00036	1	01	303.59
205	16	00037	1	01	379.92
205	16	00038	1	01	278.38
205	16	00038	1	02	278.38
205	16	00038	1	03	278.38
205	16	00038	2	04	278.38
205	16	00039	1	01	267.13
205	16	00039	1	02	267.13
205	16	00040	1	01	303.59
205	16	00041	1	01	267.13
205	16	00041	1	02	267.13
205	16	00042	1	01	42.77
205	16	00042	1	02	42.77
205	16	00042	2	03	42.77
205	16	00043	1	01	303.59
205	16	00044	1	01	336.46
205	16	00044	1	02	336.46
205	16	00045	1	01	295.32
205	16	00045	1	02	295.32
205	16	00045	1	03	295.32
205	16	00046	1	01	249.17
205	16	00046	1	02	249.17
205	16	00047	1	01	173.75
205	16	00048	1	01	242.76
205	16	00048	1	02	242.76
205	16	00049	1	01	173.75
205	16	00050	1	01	328.5
205	16	00050	1	02	328.5
205	16	00050	2	03	328.5
205	16	00051	1	01	301.37
205	16	00051	1	02	301.37
205	16	00051	1	03	301.37
205	16	00052	1	01	303.59
205	16	00053	1	01	267.13
205	16	00053	1	02	267.13
205	16	00054	1	01	395.26
205	16	00054	1	02	395.26
205	16	00054	2	03	395.26
205	16	00055	1	01	303.59
205	16	00056	1	01	552.62
205	16	00057	1	01	552.62
205	16	00058	1	01	303.59
205	16	00059	1	01	267.13
205	16	00059	1	02	267.13
205	16	00060	1	01	489.18
205	16	00060	1	02	489.18
205	16	00060	1	03	489.18
205	16	00060	1	04	489.18
205	16	00061	1	01	392.5
205	16	00062	1	01	380.72
205	16	00063	1	01	380.72
205	16	00064	1	01	303.59
205	16	00065	1	01	303.59
205	16	00066	1	01	303.59
